year, uni, subject, num
2007,"Cardiff Metropolitan University","Sciences combined with Social Sciences or Arts",545
2007,"Cardiff Metropolitan University","Social Sciences combined with Arts",105
2007,"Castle College Nottingham","Engineering",20
2007,"Castle College Nottingham","Business and Admin studies",5
2007,"Castle College Nottingham","Creative Arts and Design",25
2007,"Coleg Sir Gar / Carmarthenshire College","Biological Sciences",15
2007,"Coleg Sir Gar / Carmarthenshire College","Engineering",15
2007,"Coleg Sir Gar / Carmarthenshire College","Computer Sciences",25
2007,"Coleg Sir Gar / Carmarthenshire College","Social Studies",10
2007,"Coleg Sir Gar / Carmarthenshire College","Business and Admin studies",10
2007,"Coleg Sir Gar / Carmarthenshire College","Creative Arts and Design",230
2007,"Coleg Sir Gar / Carmarthenshire College","Sciences combined with Social Sciences or Arts",5
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Subjects allied to Medicine",2440
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Engineering",485
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Computer Sciences",865
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Technologies",380
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Architecture, Building and Planning",985
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Social Studies",990
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Law",1295
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Business and Admin studies",1845
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Mass Communication and Documentation",670
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Linguistics, Classics and related",350
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Creative Arts and Design",2760
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Education",1950
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Combined arts",275
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Combined sciences",90
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Combined social sciences",730
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Sciences combined with Social Sciences or Arts",1195
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Social Sciences combined with Arts",115
2007,"Birmingham City University (formerly University of Central England in Birmingham)","General, other combined and unknown",85
2007,"CECOS London College of IT and Management","Computer Sciences",20
2007,"CECOS London College of IT and Management","Business and Admin studies",35
2007,"CECOS London College of IT and Management","Combined social sciences",10
2007,"CECOS London College of IT and Management","Sciences combined with Social Sciences or Arts",15
2007,"University of Central Lancashire (UCLan)","Subjects allied to Medicine",2075
2007,"University of Central Lancashire (UCLan)","Biological Sciences",1385
2007,"University of Central Lancashire (UCLan)","Veterinary Sciences, Agriculture and related",95
2007,"University of Central Lancashire (UCLan)","Physical Sciences",440
2007,"University of Central Lancashire (UCLan)","Mathematical Sciences",90
2007,"University of Central Lancashire (UCLan)","Engineering",360
2007,"University of Central Lancashire (UCLan)","Computer Sciences",815
2007,"University of Central Lancashire (UCLan)","Architecture, Building and Planning",265
2007,"University of Central Lancashire (UCLan)","Social Studies",1175
2007,"University of Central Lancashire (UCLan)","Law",750
2007,"University of Central Lancashire (UCLan)","Business and Admin studies",2500
2007,"University of Central Lancashire (UCLan)","Mass Communication and Documentation",815
2007,"University of Central Lancashire (UCLan)","Linguistics, Classics and related",305
2007,"University of Central Lancashire (UCLan)","Non-European Languages, Literature and related",80
2007,"University of Central Lancashire (UCLan)","History and Philosophical studies",235
2007,"University of Central Lancashire (UCLan)","Creative Arts and Design",2035
2007,"University of Central Lancashire (UCLan)","Education",125
2007,"University of Central Lancashire (UCLan)","Combined arts",970
2007,"University of Central Lancashire (UCLan)","Combined sciences",670
2007,"University of Central Lancashire (UCLan)","Combined social sciences",350
2007,"University of Central Lancashire (UCLan)","Sciences combined with Social Sciences or Arts",2015
2007,"University of Central Lancashire (UCLan)","Social Sciences combined with Arts",705
2007,"University of Central Lancashire (UCLan)","General, other combined and unknown",1015
2007,"The Royal Central School of Speech and Drama, University of London","Creative Arts and Design",4805
2007,"The Royal Central School of Speech and Drama, University of London","Sciences combined with Social Sciences or Arts",15
2007,"University of Chester","Subjects allied to Medicine",1960
2007,"University of Chester","Biological Sciences",2055
2007,"University of Chester","Veterinary Sciences, Agriculture and related",440
2007,"University of Chester","Physical Sciences",415
2007,"University of Chester","Mathematical Sciences",160
2007,"University of Chester","Engineering",30
2007,"University of Chester","Computer Sciences",310
2007,"University of Chester","Social Studies",680
2007,"University of Chester","Law",1145
2007,"University of Chester","Business and Admin studies",2245
2007,"University of Chester","Mass Communication and Documentation",1625
2007,"University of Chester","Linguistics, Classics and related",420
2007,"University of Chester","European Languages, Literature and related",130
2007,"University of Chester","History and Philosophical studies",720
2007,"University of Chester","Creative Arts and Design",1590
2007,"University of Chester","Education",1315
2007,"University of Chester","Combined arts",1235
2007,"University of Chester","Combined sciences",495
2007,"University of Chester","Combined social sciences",205
2007,"University of Chester","Sciences combined with Social Sciences or Arts",1600
2007,"University of Chester","Social Sciences combined with Arts",930
2007,"Chesterfield College","Biological Sciences",15
2007,"Chesterfield College","Engineering",15
2007,"Chesterfield College","Computer Sciences",25
2007,"Chesterfield College","Business and Admin studies",20
2007,"Chesterfield College","Creative Arts and Design",30
2007,"Chesterfield College","Sciences combined with Social Sciences or Arts",5
2007,"Chichester College","Subjects allied to Medicine",25
2007,"Chichester College","Veterinary Sciences, Agriculture and related",10
2007,"Chichester College","Computer Sciences",15
2007,"Chichester College","Business and Admin studies",45
2007,"University of Chichester","Biological Sciences",975
2007,"University of Chichester","Physical Sciences",65
2007,"University of Chichester","Computer Sciences",40
2007,"University of Chichester","Social Studies",370
2007,"University of Chichester","Business and Admin studies",325
2007,"University of Chichester","Mass Communication and Documentation",295
2007,"University of Chichester","Linguistics, Classics and related",145
2007,"University of Chichester","History and Philosophical studies",245
2007,"University of Chichester","Creative Arts and Design",1085
2007,"University of Chichester","Education",615
2007,"University of Chichester","Combined arts",710
2007,"University of Chichester","Combined sciences",290
2007,"University of Chichester","Sciences combined with Social Sciences or Arts",1075
2007,"University of Chichester","Social Sciences combined with Arts",115
